DATE,ITEM_CODE,DEMAND,LEAD_TIME_DAYS,UNIT_COST
2025-01-05,URUN-D,131,5,5.2
2025-01-06,URUN-D,128,5,5.2
2025-01-07,URUN-D,119,5,5.2
2025-01-08,URUN-D,123,5,5.2
2025-01-09,URUN-D,119,5,5.2
2025-01-10,URUN-D,128,5,5.2
2025-01-11,URUN-D,132,5,5.2
2025-01-12,URUN-D,128,5,5.2
2025-01-13,URUN-D,120,5,5.2
2025-01-14,URUN-D,136,5,5.2
2025-01-15,URUN-D,113,5,5.2
2025-01-16,URUN-D,114,5,5.2
2025-01-17,URUN-D,129,5,5.2
2025-01-18,URUN-D,132,5,5.2
2025-01-19,URUN-D,119,5,5.2
2025-01-20,URUN-D,134,5,5.2
2025-01-21,URUN-D,118,5,5.2
2025-01-22,URUN-D,108,5,5.2
2025-01-23,URUN-D,130,5,5.2
2025-01-24,URUN-D,131,5,5.2
2025-01-25,URUN-D,121,5,5.2
2025-01-26,URUN-D,145,5,5.2
2025-01-27,URUN-D,131,5,5.2
2025-01-28,URUN-D,120,5,5.2
2025-01-29,URUN-D,131,5,5.2
2025-01-30,URUN-D,122,5,5.2
2025-01-31,URUN-D,127,5,5.2
2025-02-01,URUN-D,126,5,5.2
2025-02-02,URUN-D,136,5,5.2
2025-02-03,URUN-D,130,5,5.2
2025-02-04,URUN-D,121,5,5.2
2025-02-05,URUN-D,112,5,5.2
2025-02-06,URUN-D,123,5,5.2
2025-02-07,URUN-D,127,5,5.2
2025-02-08,URUN-D,122,5,5.2
2025-02-09,URUN-D,120,5,5.2
2025-02-10,URUN-D,132,5,5.2
2025-02-11,URUN-D,101,5,5.2
2025-02-12,URUN-D,121,5,5.2
2025-02-13,URUN-D,119,5,5.2
2025-02-14,URUN-D,139,5,5.2
2025-02-15,URUN-D,129,5,5.2
2025-02-16,URUN-D,138,5,5.2
2025-02-17,URUN-D,125,5,5.2
2025-02-18,URUN-D,123,5,5.2
2025-02-19,URUN-D,126,5,5.2
2025-02-20,URUN-D,119,5,5.2
2025-02-21,URUN-D,137,5,5.2
2025-02-22,URUN-D,126,5,5.2
2025-02-23,URUN-D,136,5,5.2
2025-02-24,URUN-D,136,5,5.2
2025-02-25,URUN-D,128,5,5.2
2025-02-26,URUN-D,136,5,5.2
2025-02-27,URUN-D,118,5,5.2
2025-02-28,URUN-D,119,5,5.2
2025-03-01,URUN-D,126,5,5.2
2025-03-02,URUN-D,139,5,5.2
2025-03-03,URUN-D,133,5,5.2
2025-03-04,URUN-D,124,5,5.2
2025-03-05,URUN-D,112,5,5.2
2025-03-06,URUN-D,130,5,5.2
2025-03-07,URUN-D,120,5,5.2
2025-03-08,URUN-D,144,5,5.2
2025-03-09,URUN-D,157,5,5.2
2025-03-10,URUN-D,132,5,5.2
2025-03-11,URUN-D,128,5,5.2
2025-03-12,URUN-D,118,5,5.2
2025-03-13,URUN-D,110,5,5.2
2025-03-14,URUN-D,126,5,5.2
2025-03-15,URUN-D,126,5,5.2
2025-03-16,URUN-D,123,5,5.2
2025-03-17,URUN-D,144,5,5.2
2025-03-18,URUN-D,126,5,5.2
2025-03-19,URUN-D,125,5,5.2
2025-03-20,URUN-D,123,5,5.2
2025-03-21,URUN-D,130,5,5.2
2025-03-22,URUN-D,143,5,5.2
2025-03-23,URUN-D,135,5,5.2
2025-03-24,URUN-D,134,5,5.2
2025-03-25,URUN-D,123,5,5.2
2025-03-26,URUN-D,119,5,5.2
2025-03-27,URUN-D,114,5,5.2
2025-03-28,URUN-D,116,5,5.2
2025-03-29,URUN-D,134,5,5.2
2025-03-30,URUN-D,136,5,5.2
2025-03-31,URUN-D,120,5,5.2
2025-04-01,URUN-D,124,5,5.2
2025-04-02,URUN-D,123,5,5.2
2025-04-03,URUN-D,108,5,5.2
2025-04-04,URUN-D,124,5,5.2
2025-04-05,URUN-D,139,5,5.2
2025-04-06,URUN-D,139,5,5.2
2025-04-07,URUN-D,121,5,5.2
2025-04-08,URUN-D,126,5,5.2
2025-04-09,URUN-D,131,5,5.2
2025-04-10,URUN-D,132,5,5.2
2025-04-11,URUN-D,131,5,5.2
2025-04-12,URUN-D,132,5,5.2
2025-04-13,URUN-D,131,5,5.2
2025-04-14,URUN-D,134,5,5.2
2025-04-15,URUN-D,126,5,5.2
2025-04-16,URUN-D,128,5,5.2
2025-04-17,URUN-D,127,5,5.2
2025-04-18,URUN-D,138,5,5.2
2025-04-19,URUN-D,137,5,5.2
2025-04-20,URUN-D,142,5,5.2
2025-04-21,URUN-D,138,5,5.2
2025-04-22,URUN-D,118,5,5.2
2025-04-23,URUN-D,108,5,5.2
2025-04-24,URUN-D,138,5,5.2
2025-04-25,URUN-D,134,5,5.2
2025-04-26,URUN-D,123,5,5.2
2025-04-27,URUN-D,130,5,5.2
2025-04-28,URUN-D,137,5,5.2
2025-04-29,URUN-D,123,5,5.2
2025-04-30,URUN-D,119,5,5.2
2025-05-01,URUN-D,137,5,5.2
2025-05-02,URUN-D,123,5,5.2
2025-05-03,URUN-D,130,5,5.2
2025-05-04,URUN-D,137,5,5.2
2025-05-05,URUN-D,134,5,5.2
2025-05-06,URUN-D,129,5,5.2
2025-05-07,URUN-D,130,5,5.2
2025-05-08,URUN-D,127,5,5.2
2025-05-09,URUN-D,136,5,5.2
2025-05-10,URUN-D,134,5,5.2
2025-05-11,URUN-D,136,5,5.2
2025-05-12,URUN-D,131,5,5.2
2025-05-13,URUN-D,126,5,5.2
2025-05-14,URUN-D,129,5,5.2
2025-05-15,URUN-D,130,5,5.2
2025-05-16,URUN-D,132,5,5.2
2025-05-17,URUN-D,129,5,5.2
2025-05-18,URUN-D,136,5,5.2
2025-05-19,URUN-D,130,5,5.2
2025-05-20,URUN-D,126,5,5.2
2025-05-21,URUN-D,140,5,5.2
2025-05-22,URUN-D,121,5,5.2
2025-05-23,URUN-D,135,5,5.2
2025-05-24,URUN-D,144,5,5.2
2025-05-25,URUN-D,136,5,5.2
2025-05-26,URUN-D,149,5,5.2
2025-05-27,URUN-D,121,5,5.2
2025-05-28,URUN-D,125,5,5.2
2025-05-29,URUN-D,119,5,5.2
2025-05-30,URUN-D,128,5,5.2
2025-05-31,URUN-D,137,5,5.2
2025-06-01,URUN-D,142,5,5.2
2025-06-02,URUN-D,132,5,5.2
2025-06-03,URUN-D,134,5,5.2
2025-06-04,URUN-D,121,5,5.2
2025-06-05,URUN-D,122,5,5.2
2025-06-06,URUN-D,152,5,5.2
2025-06-07,URUN-D,138,5,5.2
2025-06-08,URUN-D,129,5,5.2
2025-06-09,URUN-D,124,5,5.2
2025-06-10,URUN-D,116,5,5.2
2025-06-11,URUN-D,129,5,5.2
2025-06-12,URUN-D,121,5,5.2
2025-06-13,URUN-D,131,5,5.2
2025-06-14,URUN-D,134,5,5.2
2025-06-15,URUN-D,140,5,5.2
2025-06-16,URUN-D,122,5,5.2
2025-06-17,URUN-D,115,5,5.2
2025-06-18,URUN-D,123,5,5.2
2025-06-19,URUN-D,129,5,5.2
2025-06-20,URUN-D,133,5,5.2
2025-06-21,URUN-D,128,5,5.2
2025-06-22,URUN-D,139,5,5.2
2025-06-23,URUN-D,123,5,5.2
